"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vKeywords","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2"
"L182281816","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Red","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182281316","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Maroon","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182282502","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Silver","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182282501","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Gold","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182281814","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","White","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182281826","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Grey","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182281818","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Orange","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182281852","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Yellow","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L182280227","800","Be bright, bold and trendy with Mix ‘n Match crystal jewelry! These versatile, sparkly strands can be worn three different ways, with the help of hidden magnetic clasps. Comfortable stretch cord makes for easy wearing. Choose a single color for a stylish choker, wrap around the wrist for a cute bracelet, or connect multiple strands to make a long, chic necklace. With endless possibilities and combinations, these pieces go great with every look! Cheer on your favorite sports team to a victory by choosing your favorite team’s colors. Or, pick a few bright, bold hues to layer up for a cool color-blocked effect.","Mix n` Match Magnetic Versatile Jewelry","Novelty","Black","Bracelets","Silver","","Pantone, opaque, rondelle, beads, magnetic, half, bracelet, necklace, team, spirit, versatile, convertible",212,"L182280227","Silver plating over metal base with glass crystal beads and accents","Magnetic closure | Style # L18122","15""length | Designed in the USA",5.5,12.99
"L183020112","800","So easy to accessorize with, these versatile reversible earrings feature a marquise pendant. Each stunning piece is embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Marquise Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183020112","Gold toned plating over brass with semiprecious picture jasper and glass accents","Reversible | Surgical Steel Posts | Style # L18302","Designed in the USA",8.5,19.99
"L183020227","800","So easy to accessorize with, these versatile reversible earrings feature a marquise pendant. Each stunning piece is embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Marquise Earrings","Boho Chic","Silver","Earrings","Slver","","Reversible, Metal, Stone, Natural, Boho, Statement, Dangle, Earrings",98,"L183020112","Silver Toned Plating Over Brass With Semiprecious Snowflake Obsidian And Glass Accents","Reversible | Surgical Steel Posts | Style # L18302","Designed In The USA",8.5,19.99
"L183040112","800","So easy to accessorize with, these versatile reversible earrings feature a mosaic pendant. Each stunning piece is embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Mosaic Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183040112","Gold toned plating over brass with semiprecious picture jasper and glass accents","Reversible | Surgical Steel Posts | Style # L18304","Designed in the USA",8.5,19.99
"L183040227","800","So easy to accessorize with, these versatile reversible earrings feature a mosaic pendant. Each stunning piece is embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Mosaic Earrings","Boho Chic","Silver","Earrings","Silver","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183040112","Silver toned plating over brass with semiprecious snowflake obsidian and glass accents","Reversible | Surgical Steel Posts | Style # L18304","Designed in the USA",8.5,19.99
"L183050112","800","So easy to accessorize with, these versatile reversible hoop earrings are embellished with sparkling crystals on one side and isemi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Hoop Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183050112","Gold toned plating over brass with semiprecious picture jasper and glass accents","Reversible | Surgical Steel Posts | Style # L18305","Designed in the USA",8.5,19.99
"L183050227","800","So easy to accessorize with, these versatile reversible hoop earrings are embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Hoop Earrings","Boho Chic","Silver","Earrings","Silver","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183050112","Silver toned plating over brass with semiprecious snowflake obsidian and glass accents","Reversible | Surgical Steel Posts | Style # L18305","Designed in the USA",8.5,19.99
"L183060112","800","So easy to accessorize with, these versatile reversible earrings feature a hexagon pendant. Each stunning piece is embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Hexagon Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183060112","Gold toned plating over brass with semiprecious picture jasper and glass accents","Reversible | Surgical Steel Posts | Style # L18306","Designed in the USA",8.5,19.99
"L183060227","800","So easy to accessorize with, these versatile reversible earrings feature a hexagon pendant. Each stunning piece is embellished with sparkling crystals on one side and semi-precious stones on the other…just choose your ideal look for the night; classic or glam!","Reversible Stone Hexagon Earrings","Boho Chic","Silver","Earrings","Silver","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",98,"L183060112","Silver toned plating over brass with semiprecious snowflake obsidian and glass accents","Reversible | Surgical Steel Posts | Style # L18306","Designed in the USA",8.5,19.99
"L183071901","800","So easy to accessorize with, these versatile reversible bar earrings are embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Bar Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183071901","Gold toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18307","Designed in the USA",8.5,19.99
"L183071902","800","So easy to accessorize with, these versatile reversible bar earrings are embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Bar Earrings","Boho Chic","Silver","Earrings","Silver","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183071901","Silver toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18307","Designed in the USA",8.5,19.99
"L183081901","800","So easy to accessorize with, these versatile reversible earrings are embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Circle Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183081901","Gold toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18308","Designed in the USA",8.5,19.99
"L183081902","800","So easy to accessorize with, these versatile reversible earrings are embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Circle Earrings","Boho Chic","Silver","Earrings","Silver","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183081901","Silver toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18308","Designed in the USA",8.5,19.99
"L183091901","800","So easy to accessorize with, these versatile reversible earrings feature a marquise pendant. Each stunning piece is embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Marquise Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183091901","Gold toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18309","Designed in the USA",8.5,19.99
"L183091902","800","So easy to accessorize with, these versatile reversible earrings feature a marquise pendant. Each stunning piece is embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Marquise Earrings","Boho Chic","Silver","Earrings","Slvr","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183091901","Silver toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18309","Designed in the USA",8.5,19.99
"L183101901","800","So easy to accessorize with, these versatile reversible earrings feature a mosaic pendant. Each stunning piece is embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Mosaic Earrings","Boho Chic","Gold","Earrings","Gold","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183101901","Gold toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18310","Designed in the USA",8.5,19.99
"L183101902","800","So easy to accessorize with, these versatile reversible earrings feature a mosaic pendant. Each stunning piece is embellished with sparkling crystals on one side and intricate patterns on the other…just choose your ideal look for the night; classic or glam!","Reversible Engraved Mosaic Earrings","Boho Chic","Silver","Earrings","Silver","","Reversible, metal, stone, natural, boho, statement, dangle, earrings",97,"L183101901","Silver toned plating over brass with glass accents","Reversible | Surgical Steel Posts | Style # L18310","Designed in the USA",8.5,19.99
"L183152827","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Black","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, black",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Small/Medium fit | Designed in the USA",18,36.99
"L183153027","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Black","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, black",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Large/X-Large fit | Designed in the USA",18,36.99
"L183152851","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Taupe","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, taupe, grey, brown",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Small/Medium fit | Designed in the USA",18,36.99
"L183153051","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Taupe","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, taupe, grey, brown",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Large/X-Large fit | Designed in the USA",18,36.99
"L183152849","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Maroon","Apparel","","S/M","Small, medium, apparel, maroon, burgundy, clothes, shirt, top, red",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Small/Medium fit | Designed in the USA",18,36.99
"L183153049","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Maroon","Apparel","","L/XL","Large, x-large, xl, apparel, maroon, burgundy, clothes, shirt, top, red",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Large/X-Large fit | Designed in the USA",18,36.99
"L183152820","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Green","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, dark, green, hunter",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Small/Medium fit | Designed in the USA",18,36.99
"L183153020","800","In need of a new long sleeve staple this season? Perfect, we have just the top for you! This top offers a dramatic ruched detail that angles from the side seam, making its way towards the middle front. Stylish, flattering and a total essential this season. It's an effortless piece for on the go, and can also be accessorized for a more chic approach.","Ruched Shirt","Sleek","Green","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, dark, green, hunter",215,"L183152849","95/5% Rayon/Spandex with long sleeves and ruched detail","Style # L18315","Large/X-Large fit | Designed in the USA",18,36.99
"L183162827","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Black","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, cardigan, black",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Small/Medium fit | Designed in the USA",25,49.99
"L183163027","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Black","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, cardigan, black",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Large/X-Large fit | Designed in the USA",25,49.99
"L183162851","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Taupe","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, cardigan, taupe, grey, brown",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Small/Medium fit | Designed in the USA",25,49.99
"L183163051","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Taupe","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, cardigan, taupe, grey, brown",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Large/X-Large fit | Designed in the USA",25,49.99
"L183162849","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Maroon","Apparel","","S/M","Small, medium, apparel, maroon, burgundy, clothes, shirt, top, cardigan, red",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Small/Medium fit | Designed in the USA",25,49.99
"L183163049","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Maroon","Apparel","","L/XL","Large, x-large, xl, apparel, maroon, burgundy, clothes, shirt, top, cardigan, red",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Large/X-Large fit | Designed in the USA",25,49.99
"L183162820","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Green","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, dark, green, hunter, cardigan",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Small/Medium fit | Designed in the USA",25,49.99
"L183163020","800","This plush waterfall cardigan can be worn open to show off the cascading detail in the front, or belted for a more gathered look. Lightweight and soft, this cardigan is a must have. Cozy up with a pair of leggings and booties, or take a more stylish approach and add your favorite skinny jeans and pumps - whatever look you're going for, this cardigan better be involved.","Belted Waterfall Cardigan","Sleek","Green","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, dark, green, hunter, cardigan",215,"L183162849","95/5% Rayon/Spandex with detachable fabric belt","Style # L18316","Large/X-Large fit | Designed in the USA",25,49.99
"L183172827","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Black","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, cardigan, black",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Small/Medium fit | Designed in the USA",25,49.99
"L183173027","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Black","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, cardigan, black",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Large/X-Large fit | Designed in the USA",25,49.99
"L183172851","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Taupe","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, cardigan, taupe, grey, brown",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Small/Medium fit | Designed in the USA",25,49.99
"L183173051","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Taupe","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, cardigan, taupe, grey, brown",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Large/X-Large fit | Designed in the USA",25,49.99
"L183173020","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Green","Apparel","","L/XL","Large, x-large, xl, apparel, clothes, shirt, top, dark, green, hunter, cardigan",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Large/X-Large fit | Designed in the USA",25,49.99
"L183172849","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Maroon","Apparel","","S/M","Small, medium, apparel, maroon, burgundy, clothes, shirt, top, cardigan, red",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Small/Medium fit | Designed in the USA",25,49.99
"L183173049","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Maroon","Apparel","","L/XL","Large, x-large, xl, apparel, maroon, burgundy, clothes, shirt, top, cardigan, red",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Large/X-Large fit | Designed in the USA",25,49.99
"L183172820","800","This lightweight duster offers effortless fashion and is perfect for any time of day or week. Wear this floor grazing piece as your daytime office look with a pair of classy stilettos, or to your Thursday happy hour where you decide to switch out your stilettos for a more trendy pump! If it's a breezy fall morning and you're outside enjoying a cup of coffee, this is perfect to throw on with a top knot and your favorite magazine in hand. Whatever look you're going for, make sure to add this essential piece to your wardrobe.","Duster Cardigan","Sleek","Green","Apparel","","S/M","Small, medium, apparel, clothes, shirt, top, dark, green, hunter, cardigan",215,"L183172849","95/5% Rayon/Spandex with 2 deep pockets","Style # L18317","Small/Medium fit | Designed in the USA",25,49.99
"L183180120","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these stud earrings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Studs","Boho Chic","Green","Earrings","Gold","","Natural, stone, stud, earring, boho, gold",88,"L183180222","Gold toned plating over brass with natural green agate accents","Surgical Steel Posts | Style # L18318","Designed in the USA",8.25,19.99
"L183180126","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these stud earrings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Studs","Boho Chic","Grey","Earrings","Gold","","Natural, stone, stud, earring, boho, gold",88,"L183180222","Gold toned plating over brass with natural grey agate accents","Surgical Steel Posts | Style # L18318","Designed in the USA",8.25,19.99
