"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vSpecificColor","vGenColor","vGenMaterial","vGenItemType","vShape","vSizeType","vMetalColor","vMetalType","vDimensions","vPcCounts","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","itemprice_1","itemprice_2","quantityonhand","imagefilename","lookAttr","funcAttr","materialAttr"
"6855","900","This   Long Nose Plier is perfect for work in tight places. It features a Stainless steel body with soft grip cushion handles for added comfort and more secure grip. The long tempered jaws make it perfect for complex projects or picking up objects in tight areas.  Beyond the basics of quality manufacturing, the durability over time and the effectiveness of our original tools, Precision Comfort™ brings a distinctive handle developed by our team of designers and crafters that is truly comfortable to use with repetitive motions. For either hand preference, our tools can be flipped to find your comfort zone. They are lightweight and the grip is softened with a durable plastic coating that is thickened to absorb pressure and prevent pain.","1pc   Precision Comfort Long Nose Plier","Tools","Pink","Pink","Steel","Pliers and Cutters","",,"","Carbon Steel","5.5x3.25in","1pc","Long Nose Pliers, Long Nose Pliers Precision Comfort, Tools, 1PC, 5.5x3.25IN, Pliers and Cutters, Steel, Pink","N","N",999999,"",3,5.99,389,"https://www.cousindiy.com/diyimages/6855.jpg, https://www.cousindiy.com/diyimages/6855-2.jpg, https://www.cousindiy.com/diyimages/6855-3.jpg, https://www.cousindiy.com/diyimages/6855-4.jpg, https://www.cousindiy.com/diyimages/6855-5.jpg","Tools","Pliers and Cutters","Steel"
"77692193","900","These great Clear Foiled Xirius Rose Swarovski Hotfix Rhinestones are loose crystal elements with a flat reverse side that has been pre-coated with a heat-sensitive glue. These Flat Backs can be easily applied to a large range of textile carrier materials using heat to produce a durable and long-lasting crystal effect.  It has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","32pc Clear Foiled Xirius Rose Swarovski Hotfix","Swarovski","Clear Foiled","Clear","Crystal","Hotfix","Xirius Rose",,,"","20SS","32pc","Clear, Foiled, Crystal, Hotfix, 2078, Circle, Xirius, Rose, Hotfix","N","N",999999,"",3.25,6.49,178,"https://www.cousindiy.com/diyimages/77692193.jpg, https://www.cousindiy.com/diyimages/77692193-2.jpg, https://www.cousindiy.com/diyimages/77692193-3.jpg, https://www.cousindiy.com/diyimages/77692193-4.jpg, https://www.cousindiy.com/diyimages/77692193-5.jpg","Swarovski","Hotfix","Crystal"
"37600007","900","Accessorize your own puppy or kitty by making your own pet jewelry with this LAURdiy Pet DIY Jewelry Kit. This kit includes 3 projects with easy-to-follow instructions. This kit features tie dye pink, matte silver, and golds. Each large LAURdiy kit includes 1 collectible LAURdiy bracelet. Collect them all!","1pc   Laurdiy Pet Diy Jewelry Kit","LAURdiy","Pink","Pink","Base Metal","Jewelry Kits","",,"Multi","Zinc, Iron","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Diy, Kit, Kit, Laurdiy, Lauren, Riihimaki","","N",999999,"",12.5,24.99,661,"https://www.cousindiy.com/diyimages/37600007.jpg, https://www.cousindiy.com/diyimages/37600007-2.jpg, https://www.cousindiy.com/diyimages/37600007-3.jpg, https://www.cousindiy.com/diyimages/37600007-4.jpg, https://www.cousindiy.com/diyimages/37600007-5.jpg","LAURdiy","Jewelry Kits","Base Metal"
"37600022","900","Pink   LAURdiy Small Purple Storage allows you to keep your jewelry making supplies organized and easy to access. The dividers are adjustable so you can customize your storage any way to fit your beads, charms, or tools. The small size makes it easy to store and travel with.","1pc Pink  Plastic Storage","LAURdiy","Pink","Pink","Plastic","Organizers","",,,"","10.5x19x2.25cmm","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Storage, Organization, Laurdiy, Lauren, Riihimaki","","N",999999,"",3,5.99,974,"https://www.cousindiy.com/diyimages/37600022.jpg, https://www.cousindiy.com/diyimages/37600022-2.jpg, https://www.cousindiy.com/diyimages/37600022-3.jpg, https://www.cousindiy.com/diyimages/37600022-4.jpg, https://www.cousindiy.com/diyimages/37600022-5.jpg","LAURdiy","Organizers","Plastic"
"47500504","900","These Chrysolite, Erinite Xilion Bicone Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","30pc Chrysolite, Erinite Xilion Bicone Swarovski Beads","Swarovski","Chrysolite, Erinite","Green","Crystal","Bicones","Xilion Bicone",,,"","4mm","30pc","Chrysolite, Erinite, Crystal, Bicones, 5328, Mix, Xilion, Bicone, Beads","N","N",999999,"",3,5.99,1048,"https://www.cousindiy.com/diyimages/47500504.jpg, https://www.cousindiy.com/diyimages/47500504-2.jpg, https://www.cousindiy.com/diyimages/47500504-3.jpg, https://www.cousindiy.com/diyimages/47500504-4.jpg, https://www.cousindiy.com/diyimages/47500504-5.jpg","Swarovski","Bicones","Crystal"
"47500513","900","These Indian Sapphire, Light Amethyst, Light Smoked Topaz, Sand Opal Xilion Bicone Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","30pc Indian Sapphire, Light Amethyst, Light Smoked Topaz, Sand Opal Xilion Bicone Swarovski Beads","Swarovski","Indian Sapphire, Light Amethyst, Sand Opal","Multi","Crystal","Bicones","Xilion Bicone",,,"","4mm","30pc","Indian, Sapphire, Light, Amethyst, Light, Smoked, Topaz, S, Opal, Crystal, Bicones, 5328, Mix, Xilion, Bicone, Beads","N","N",999999,"",3,5.99,926,"https://www.cousindiy.com/diyimages/47500513.jpg, https://www.cousindiy.com/diyimages/47500513-2.jpg, https://www.cousindiy.com/diyimages/47500513-3.jpg, https://www.cousindiy.com/diyimages/47500513-4.jpg, https://www.cousindiy.com/diyimages/47500513-5.jpg","Swarovski","Bicones","Crystal"
"34780279","900","This White  Cotton Rope Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","9.8ft White  Cotton Rope","Cording and Wire","White","Multi","Cotton","Ropes","",,,"","9.8ft","9.8ft","White, Cotton, 9. 8Ft, Ropes, Cotton, White, Rope, Cord","N","N",999999,"",1,1.99,508,"https://www.cousindiy.com/diyimages/34780279.jpg, https://www.cousindiy.com/diyimages/34780279-2.jpg, https://www.cousindiy.com/diyimages/34780279-3.jpg, https://www.cousindiy.com/diyimages/34780279-4.jpg, https://www.cousindiy.com/diyimages/34780279-5.jpg","Cording and Wire","Ropes","Cotton"
"34780372","900","This Brown Snakeskin Faux Leather Ribbon Is great for many kinds of projects as well as jewelry. Create beautiful weaves, braids, wrapped projects and more for endless possibilities!","3.3ft Brown Snakeskin Faux Leather Ribbon","Cording and Wire","Brown","Brown","Faux Leather","Ribbons","Snakeskin",,,"","3.3ft","3.3ft","3. 3Ft/1M, Brown, Faux, Snake, Cord","N","N",999999,"",2,3.99,524,"https://www.cousindiy.com/diyimages/34780372.jpg, https://www.cousindiy.com/diyimages/34780372-2.jpg, https://www.cousindiy.com/diyimages/34780372-3.jpg, https://www.cousindiy.com/diyimages/34780372-4.jpg, https://www.cousindiy.com/diyimages/34780372-5.jpg","Cording and Wire","Ribbons","Faux Leather"
"39997001","900","Enjoy these Dark Colors Dragonfly and Roses POLYESTER Iron-On Transfers on high quality iron-on transfer material. It can be used with different fabric items like shirts, bags, aprons, curtains, banners, pillowcases and pillows, sheets and covers and more! After proper application and transfer it is completely washable. All you need is a normal household iron, detailed instructions are included.","3pc Dark Colors Dragonfly and Roses Polyester Iron-On Transfers","Appliques","Dark Colors","Multi","Polyester","Iron-On Transfer","Dragonfly and Roses",,"","","2.6in, 5in","3pc","Applique, Blue, Orange, Green, Purple, Multi, Polyester, Iron-On Transfer, 3Pc, Iron-On Transfer, Purple, Dragonfly, Roses","N","N",999999,"0.0",4.495,8.99,1069,"https://www.cousindiy.com/diyimages/39997001.jpg, https://www.cousindiy.com/diyimages/39997001-2.jpg, https://www.cousindiy.com/diyimages/39997001-3.jpg, https://www.cousindiy.com/diyimages/39997001-4.jpg, https://www.cousindiy.com/diyimages/39997001-5.jpg","Appliques","Iron-On Transfer","Polyester"
"36901","900","Make your own fashion jewelry! This kit contains all the materials you need to make Antique Gold with Amber and Bronze Tassel 2 Necklaces, 1 Bracelet and 2 Sets of Earrings . Use the included design pattern or get inspired to design your own. A great gift for friends and family!","172pc Antique Gold with Amber and Bronze Tassel Glass Jewelry Set Kit","Kits","Antique Gold, Amber, Bronze","Gold","Glass","Jewelry kits","Tassel",,"Gold","","","172pc","Antique, Gold, Amber, Bronze, Glass, Jewelry, Kits, Crystazzi, Kit, Polished","N","N",999999,"",10,19.99,671,"https://www.cousindiy.com/diyimages/36901.jpg, https://www.cousindiy.com/diyimages/36901-2.jpg, https://www.cousindiy.com/diyimages/36901-3.jpg, https://www.cousindiy.com/diyimages/36901-4.jpg, https://www.cousindiy.com/diyimages/36901-5.jpg","Kits","Jewelry kits","Glass"
"37600036","900","This Basic  Filament Stretch Cord Is the basic necessity for creating stretch jewelry! Make stylish stretch bracelets great for all occasions. Use a doubled overhand knot or crimp beads for a strong hold.","4pc Basic  Filament Stretch Cord","LAURdiy","Multi","Multi","Plastic","Filament Cords","",,,"","40yd-36.6mm
","4pc","Jewelry, Cousin Diy, Cousin, Youtuber, Stretch, Cord, Organization, Laurdiy, Lauren, Riihimaki","","N",999999,"",3,5.99,878,"https://www.cousindiy.com/diyimages/37600036.jpg, https://www.cousindiy.com/diyimages/37600036-2.jpg, https://www.cousindiy.com/diyimages/37600036-3.jpg, https://www.cousindiy.com/diyimages/37600036-4.jpg, https://www.cousindiy.com/diyimages/37600036-5.jpg","LAURdiy","Filament Cords","Plastic"
"3949413","900","Design truly refined jewelry with these  Ball Rose Gold Plated Metal Ear Posts . Ideal for custom dangle earrings. Don’t forget to pick an earring back style! Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","4pc  Ball Rose Gold Plated Metal Ear Posts","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Earring Findings","Ball",,"Rose Gold","Rose Gold, Copper","4mm","4pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Earring, Findings, Rose, Gold, 4Mm, 4Pc, Ball, Ear, Posts, Rose, Gold","N","N",999999,"",2.5,4.99,1371,"https://www.cousindiy.com/diyimages/3949413.jpg, https://www.cousindiy.com/diyimages/3949413-2.jpg, https://www.cousindiy.com/diyimages/3949413-3.jpg, https://www.cousindiy.com/diyimages/3949413-4.jpg, https://www.cousindiy.com/diyimages/3949413-5.jpg","Real and Plated Metals","Earring Findings","Rose Gold Plated"
"39494148","900","Design truly refined jewelry with these  Heart Rose Gold Plated Metal Connectors , designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","2pc  Heart Rose Gold Plated Metal Connectors","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Connectors","Heart",,"Rose Gold","Rose Gold, Copper","8x22mm","2pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Connectors, Rose, Gold, 8X22Mm, 2Pc, Heart, Connectors, Rose, Gold","N","N",999999,"",2.5,4.99,1009,"https://www.cousindiy.com/diyimages/39494148.jpg, https://www.cousindiy.com/diyimages/39494148-2.jpg, https://www.cousindiy.com/diyimages/39494148-3.jpg, https://www.cousindiy.com/diyimages/39494148-4.jpg, https://www.cousindiy.com/diyimages/39494148-5.jpg","Real and Plated Metals","Connectors","Rose Gold Plated"
"49494164","900","Design truly refined jewelry with these  Heart Platinum Plated Metal Beads . They will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create! Platinum is a hard metal that is extremely resistant to tarnish and wear and tear. Use to make designs that last, like heirlooms or gifts!","2pc  Heart Platinum Plated Metal Beads","Real and Plated Metals","Platinum","Silver","Platinum Plated","Metal Beads","Heart",,"Silver","Platinum, Copper","8mm","2pc","Platinum, Platinum, Plated, Platinum, Copper, 8Mm, Metal, Beads, Bead, Platinum, Plated, Heart","N","N",999999,"",2.5,4.99,774,"https://www.cousindiy.com/diyimages/49494164.jpg, https://www.cousindiy.com/diyimages/49494164-2.jpg, https://www.cousindiy.com/diyimages/49494164-3.jpg, https://www.cousindiy.com/diyimages/49494164-4.jpg, https://www.cousindiy.com/diyimages/49494164-5.jpg","Real and Plated Metals","Metal Beads","Platinum Plated"
"47692140","900","These great Light Sapphire Foiled Xirius Rose Swarovski Hotfix Rhinestones are loose crystal elements with a flat reverse side that has been pre-coated with a heat-sensitive glue. These Flat Backs can be easily applied to a large range of textile carrier materials using heat to produce a durable and long-lasting crystal effect.  It has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","20pc Light Sapphire Foiled Xirius Rose Swarovski Hotfix","Swarovski","Light Sapphire Foiled","Blue","Crystal","Hotfix","Xirius Rose",,,"","5mm","20pc","Light, Sapphire, Foiled, Crystal, Hotfix, 2078, Circle, Xirius, Rose, Hotfix","N","N",999999,"",3,5.99,230,"https://www.cousindiy.com/diyimages/47692140.jpg, https://www.cousindiy.com/diyimages/47692140-2.jpg, https://www.cousindiy.com/diyimages/47692140-3.jpg, https://www.cousindiy.com/diyimages/47692140-4.jpg, https://www.cousindiy.com/diyimages/47692140-5.jpg","Swarovski","Hotfix","Crystal"
"47600139","900","These Beautiful Light Rose Pro Foiled Xirius Rose Swarovski Flat Back Crystals are loose crystal elements backed with platinum foiling for extra brilliance and protection.  They are easy to apply to a variety of carrier materials using standard one- or two-component glues.  It also has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","20pc Light Rose Pro Foiled Xirius Rose Swarovski Flat Backs","Swarovski","Light Rose Pro Foiled","Pink","Crystal","Flat Backs","Xirius Rose",,,"","5mm","20pc","Light, Rose, Pro, Foiled, Crystal, Flatbacks, 2088, Circle, Xirius, Rose, Flatbacks","N","N",999999,"",2,3.99,120,"https://www.cousindiy.com/diyimages/47600139.jpg, https://www.cousindiy.com/diyimages/47600139-2.jpg, https://www.cousindiy.com/diyimages/47600139-3.jpg, https://www.cousindiy.com/diyimages/47600139-4.jpg, https://www.cousindiy.com/diyimages/47600139-5.jpg","Swarovski","Flat Backs","Crystal"
"77700279","900","These Cream Pearl Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","25pc Cream Pearl Swarovski Beads","Swarovski","Cream","White","Crystal","Pearls","Pearl",,,"","3mm","25pc","Cream, Crystal, Pearls, 581Round, Pearl, Beads","N","N",999999,"",1.75,2.49,63,"https://www.cousindiy.com/diyimages/77700279.jpg, https://www.cousindiy.com/diyimages/77700279-2.jpg, https://www.cousindiy.com/diyimages/77700279-3.jpg, https://www.cousindiy.com/diyimages/77700279-4.jpg, https://www.cousindiy.com/diyimages/77700279-5.jpg","Swarovski","Pearls","Crystal"
"37600058","900","The LAURdiy Ring Mandrel can be used to easily make wire-wrapped rings in your size. This mandrel is easy to use, light-weight, and would be a nice addition to your jewelry making supplies. This mandrel comes in turquoise.","1pc   Laurdiy Ring Mandrel","LAURdiy","Multi","Multi","Plastic","Misc Tools","",,,"","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Ring, Mandrel, Tool, Laurdiy, Lauren, Riihimaki","","N",999999,"",5,9.99,828,"https://www.cousindiy.com/diyimages/37600058.jpg, https://www.cousindiy.com/diyimages/37600058-2.jpg, https://www.cousindiy.com/diyimages/37600058-3.jpg, https://www.cousindiy.com/diyimages/37600058-4.jpg, https://www.cousindiy.com/diyimages/37600058-5.jpg","LAURdiy","Misc Tools","Plastic"
"37600063","900","Round  Personalize your favorite LAURdiy bracelet base or necklace with the LAURdiy Birthstone Charms. Each charm has a lobster clasp which makes it easy to attach to any LAURdiy bracelet or necklace.","12pc  Round Laurdiy Birthstone Charms","LAURdiy","Multi","Multi","Acrylic","Charms","Round",,"Gold","Copper, Zinc, Iron","13x9mm","12pc","Jewelry, Cousin Diy, Cousin, Youtuber, Charms, Charm, Pack, Birthstone, Laurdiy, Lauren, Riihimaki","","N",999999,"",4,7.99,817,"https://www.cousindiy.com/diyimages/37600063.jpg, https://www.cousindiy.com/diyimages/37600063-2.jpg, https://www.cousindiy.com/diyimages/37600063-3.jpg, https://www.cousindiy.com/diyimages/37600063-4.jpg, https://www.cousindiy.com/diyimages/37600063-5.jpg","LAURdiy","Charms","Acrylic"
"47501514","900","These Clear, Pacific Opal, Smoked Topaz Xilion Bicone Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","15pc Clear, Pacific Opal, Smoked Topaz Xilion Bicone Swarovski Beads","Swarovski","Clear, Pacific Opal, Smoked Topaz","Blue","Crystal","Bicones","Xilion Bicone",,,"","6mm","15pc","Clear, Pacific, Opal, Smoked, Topaz, Crystal, Bicones, 5328, Mix, Sea, Glass, Xilion, Bicone, Beads","N","N",999999,"",3,5.99,858,"https://www.cousindiy.com/diyimages/47501514.jpg, https://www.cousindiy.com/diyimages/47501514-2.jpg, https://www.cousindiy.com/diyimages/47501514-3.jpg, https://www.cousindiy.com/diyimages/47501514-4.jpg, https://www.cousindiy.com/diyimages/47501514-5.jpg","Swarovski","Bicones","Crystal"
"39999120","900","Enjoy this Cool Colors Fox Message Plastic Iron-On Transfer on high quality iron-on transfer material. It can be used with different fabric items like shirts, bags, aprons, curtains, banners, pillowcases and pillows, sheets and covers and more! After proper application and transfer it is completely washable. All you need is a normal household iron, detailed instructions are included.","1pc Cool Colors Fox Message Plastic Iron-On Transfer","Appliques","Cool Colors","Multi","Plastic","Iron-On Transfers","Fox Message",,,"","10.6x8.5in","1pc","Applique, Blue, Purple, Multi, Plastic, Iron-On Transfers, 1Pc, Iron-On Transfers, Fox, Orange, Cute, Foxy, Quote, Message, Meme","N","N",999999,"0.0",3,5.99,873,"https://www.cousindiy.com/diyimages/39999120.jpg, https://www.cousindiy.com/diyimages/39999120-2.jpg, https://www.cousindiy.com/diyimages/39999120-3.jpg, https://www.cousindiy.com/diyimages/39999120-4.jpg, https://www.cousindiy.com/diyimages/39999120-5.jpg","Appliques","Iron-On Transfers","Plastic"
"47691404","900","These great LIGHT SIAM Xirius Rose Swarovski Hotfix Rhinestones are loose crystal elements with a flat reverse side that has been pre-coated with a heat-sensitive glue. These Flat Backs can be easily applied to a large range of textile carrier materials using heat to produce a durable and long-lasting crystal effect.  It has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","30pc LIGHT SIAM Xirius Rose Swarovski Hotfix","Swarovski","Light Siam","Red","Crystal","Hotfix","Xirius Rose",,,"","16ss","30pc","Swarovski, Appliques, Light, Siam, Red, Crystal, Hotfix, 16Ss, 30Pc, Xirius, Rose, Hotfix, Light, Siam","N","N",999999,"",0,5.99,264,"https://www.cousindiy.com/diyimages/47691404.jpg, https://www.cousindiy.com/diyimages/47691404-2.jpg, https://www.cousindiy.com/diyimages/47691404-3.jpg, https://www.cousindiy.com/diyimages/47691404-4.jpg, https://www.cousindiy.com/diyimages/47691404-5.jpg","Swarovski","Hotfix","Crystal"
"4949470","900","Design truly refined jewelry with this  3-Strand Platinum Plated Metal Clasp . It is an essential element in jewelry making. Use it to clasp chain, wire, and thread.  A must-have for jewelry makers! Platinum is a hard metal that is extremely resistant to tarnish and wear and tear. Use to make designs that last, like heirlooms or gifts!","1Set  3-Strand Platinum Plated Metal Clasp","Real and Plated Metals","Platinum","Silver","Platinum Plated","Clips and Clasps","3-Strand",,"Silver","Platinum, Copper","18mm","1Set","Platinum, Platinum, Plated, Platinum, Copper, 18Mm, Clips, &, Clasps, 1, Piece, 3Str, Rod, Clasp","N","N",999999,"",2.5,4.99,320,"https://www.cousindiy.com/diyimages/4949470.jpg, https://www.cousindiy.com/diyimages/4949470-2.jpg, https://www.cousindiy.com/diyimages/4949470-3.jpg, https://www.cousindiy.com/diyimages/4949470-4.jpg, https://www.cousindiy.com/diyimages/4949470-5.jpg","Real and Plated Metals","Clips and Clasps","Platinum Plated"
"47870401","900","This LIGHT SAPPHIRE Pear Swarovski Pendant has timeless elegance! Pendants offer a whole range of design possibilities for different segments thanks to their easy application, with the top hole requiring only a jump ring/pinch bail with a chain or cord. Due to the diverse range of sizes available, Pendants are ideal for creating jewelry sets such as necklaces, bracelets, and earrings.","1pc LIGHT SAPPHIRE Pear Swarovski Pendant","Swarovski","Light Sapphire","Blue","Crystal","Pendants","Pear",,,"","22mm","1pc","Swarovski, Charms, and, Accents, Light, Sapphire, Blue, Crystal, Pendants, 22Mm, 1Pc, Pear, Pendant, Light, Sapphire","N","N",999999,"",0,5.99,207,"https://www.cousindiy.com/diyimages/47870401.jpg, https://www.cousindiy.com/diyimages/47870401-2.jpg, https://www.cousindiy.com/diyimages/47870401-3.jpg, https://www.cousindiy.com/diyimages/47870401-4.jpg, https://www.cousindiy.com/diyimages/47870401-5.jpg","Swarovski","Pendants","Crystal"
"39910236","900","This Silver with Sapphire Circle, September Tag Swarovski Bracelet Base is perfect to make your very own bracelet! You can use a whole range of materials to make your design, from wire wrapping to wrapping with other threads such as ribbon or leather. Experiment by adding in some beads to create a really unique design that will really stand out.","Silver with Sapphire Circle, September Tag Swarovski Bracelet Base","Swarovski","Silver, Sapphire","Blue","Base Metal, Crystal","Bracelets","Circle, September Tag",,"Silver","","16x13x8-15x5x2mm-7.5in","","Swarovski, Jewelry, Bases, Silver, Sapphire, Blue, Base, Metal, Crystal, Bracelets, Silver, 16X13X8-15X5X2Mm-7. 5In, Circle, September, Tag, Bangle, Base, Silver, Sapphire","N","N",999999,"",7.99,15.99,223,"https://www.cousindiy.com/diyimages/39910236.jpg, https://www.cousindiy.com/diyimages/39910236-2.jpg, https://www.cousindiy.com/diyimages/39910236-3.jpg, https://www.cousindiy.com/diyimages/39910236-4.jpg, https://www.cousindiy.com/diyimages/39910236-5.jpg","Swarovski","Bracelets","Base Metal"
"47500516","900","These Clear Ab, White Opal, Rose, Peridot Xilion Bicone Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","30pc Clear Ab, White Opal, Rose, Peridot Xilion Bicone Swarovski Beads","Swarovski","Clear Ab, White Opal, Rose, Peridot","Multi","Crystal","Bicones","Xilion Bicone",,,"","4mm","30pc","Clear, Ab, White, Opal, Rose, Peridot, Crystal, Bicones, 5328, Mix, Lotus, Xilion, Bicone, Beads","N","N",999999,"",3,5.99,587,"https://www.cousindiy.com/diyimages/47500516.jpg, https://www.cousindiy.com/diyimages/47500516-2.jpg, https://www.cousindiy.com/diyimages/47500516-3.jpg, https://www.cousindiy.com/diyimages/47500516-4.jpg, https://www.cousindiy.com/diyimages/47500516-5.jpg","Swarovski","Bicones","Crystal"
"47501510","900","These Fuchsia, Light Amethyst, Purple Velvet, Clear Ab Xilion Bicone Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","15pc Fuchsia, Light Amethyst, Purple Velvet, Clear Ab Xilion Bicone Swarovski Beads","Swarovski","Fuchsia, Light Amethyst, Purple Velvet, Clear Ab","Multi","Crystal","Bicones","Xilion Bicone",,,"","6mm","15pc","Fuchsia, Light, Amethyst, Purple, Velvet, Clear, Ab, Crystal, Bicones, 5328, Mix, Xilion, Bicone, Beads","N","N",999999,"",3,5.99,836,"https://www.cousindiy.com/diyimages/47501510.jpg, https://www.cousindiy.com/diyimages/47501510-2.jpg, https://www.cousindiy.com/diyimages/47501510-3.jpg, https://www.cousindiy.com/diyimages/47501510-4.jpg, https://www.cousindiy.com/diyimages/47501510-5.jpg","Swarovski","Bicones","Crystal"
"37600077","900","Silver   This LAURdiy Finished Silver Adjustable Rhinestone Center Bracelet makes an adorable base for your favorite LAURdiy charms or any charm.","1pc Silver  Laurdiy Rhinestone Bracelet Mini Diy Kit","LAURdiy","Silver","Silver","Base Metal","Bracelets","",,"Silver","Zinc, Iron","","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Diy, Jewelry, Making, Charm, Bracelet, Silver, Laurdiy, Lauren, Riihimaki","","N",999999,"",4,7.99,906,"https://www.cousindiy.com/diyimages/37600077.jpg, https://www.cousindiy.com/diyimages/37600077-2.jpg, https://www.cousindiy.com/diyimages/37600077-3.jpg, https://www.cousindiy.com/diyimages/37600077-4.jpg, https://www.cousindiy.com/diyimages/37600077-5.jpg","LAURdiy","Bracelets","Base Metal"
"39494139","900","Design truly refined jewelry with these  Heart Rose Gold Plated Metal Charms ! Make your jewelry projects a fashion standard. Embellish any piece with these to express your style or to create a custom gift.  Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","1pc  Heart Rose Gold Plated Metal Charms","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Charms","Heart",,"Rose Gold","Rose Gold, Copper","15x18mm","1pc","Real and Plated, Metals, Rose, Gold, Rose, Gold, Rose, Gold, Plated, Charms, Rose, Gold, 15X18Mm, 1Pc, Heart, Charms, Rose, Gold","N","N",999999,"",2.5,4.99,1442,"https://www.cousindiy.com/diyimages/39494139.jpg, https://www.cousindiy.com/diyimages/39494139-2.jpg, https://www.cousindiy.com/diyimages/39494139-3.jpg, https://www.cousindiy.com/diyimages/39494139-4.jpg, https://www.cousindiy.com/diyimages/39494139-5.jpg","Real and Plated Metals","Charms","Rose Gold Plated"
"63515797","900","These trendy Silver, Dark Blue, Light Blue circle Metal Pendants will instantly make your jewelry projects a fashion standard. Use as a focal on any piece to express your style or to create a custom gift.","7pc Silver, Dark Blue, Light Blue circle Metal Pendants","Charms and Accents","Silver, Dark Blue, Light Blue","Blue","Base Metal","Pendants","circle",,"Silver","Zinc/Iron","14-47mm","7pc","Accent, Lace, Drops, Assortment","N","N",999999,"",1.5,1.99,3902,"https://www.cousindiy.com/diyimages/63515797.jpg, https://www.cousindiy.com/diyimages/63515797-2.jpg, https://www.cousindiy.com/diyimages/63515797-3.jpg, https://www.cousindiy.com/diyimages/63515797-4.jpg, https://www.cousindiy.com/diyimages/63515797-5.jpg","Charms and Accents","Pendants","Base Metal"
